year,sex,position_title,position_type,service_end_date,days_employed,pay_total,annual_rate,location,contract,bargaining_group_num,bargaining_group_title
2018,male,Athletic Coach,Full Time Employee,1/6/18 0:00,15,7446.69,113890.66,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Associate Clinician,Full Time Employee,12/22/18 0:00,365,7490.39,64000.04,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Care Case Manager,Full Time Employee,12/22/18 0:00,365,7584.6,68000,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,7677.45,44358.86,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Asst Coach - Women's Lacrosse,Full Time Employee,12/22/18 0:00,365,7692.3,40000.22,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,male,Clerical Assistant,Full Time Employee,12/22/18 0:00,365,7740.03,40534.78,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,7744.77,23799.88,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Clerk III,Full Time Employee,12/22/18 0:00,365,7809.1,36744.5,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Information Technology Intern,Full Time Employee,12/22/18 0:00,365,7872,75000.12,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Temporary Professional,Full Time Employee,12/22/18 0:00,365,7920,48999.86,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Asst Professor,Full Time Employee,12/22/18 0:00,365,7961.55,138000.018,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Associate Lecturer,Full Time Employee,12/22/18 0:00,365,7972.3,53907.271,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Financial/Budget Analyst,Full Time Employee,2/17/18 0:00,57,8005.84,49999.82,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Maintenance Technician II,Full Time Employee,12/22/18 0:00,365,8262.7,43430.4,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,EH&S Technician,Full Time Employee,12/22/18 0:00,365,8342.64,42000.005,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Grant & Budget Administrator,Full Time Employee,12/22/18 0:00,365,8480.72,48999.86,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Biostatistician, Ii",Full Time Employee,12/22/18 0:00,365,8480.78,63000.08,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Academic Advisor,Full Time Employee,1/20/18 0:00,29,8632.98,47487.475,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Executive Chef,Full Time Employee,12/22/18 0:00,365,8653.86,149999.98,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Associate Provost U of M,Full Time Employee,12/22/18 0:00,365,8653.86,149999.98,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Food Services Manager,Full Time Employee,12/22/18 0:00,365,8665.22,64369.5,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Assistant Athletic Coach,Full Time Employee,2/3/18 0:00,43,8685.77,42000.14,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Admin Asst II,Full Time Employee,12/22/18 0:00,365,8769.22,40000.012,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,female,Strategic Marketing Manager,Full Time Employee,2/17/18 0:00,57,8832.44,91857.316,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,8832.58,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Dir Of Advising/Outreach,Full Time Employee,1/20/18 0:00,29,8893.94,76260.6,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Bldg Sys OperEng Lead-GrndFthr,Full Time Employee,12/22/18 0:00,365,8941.01,85966.4,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,8999.8,31366.66,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Post Doc Assoc,Full Time Employee,9/1/18 0:00,253,9131.58,47484.06,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Communication Dispatcher II,Full Time Employee,4/14/18 0:00,113,9184.58,39009.36,U Mass Boston,NEPBA Police Local 280 (B33),B33,NEPBA Police Local 280
2018,male,Lecturer U of M,Full Time Employee,3/3/18 0:00,71,9230.8,59999.94,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Talent Specialist I,Full Time Employee,12/22/18 0:00,365,9230.8,66625,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,9236.28,35498.06,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,9238.25,34165.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Buyer,Full Time Employee,3/3/18 0:00,71,9345.9,52656.76,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Mgr, Research & Scholarly Comm",Full Time Employee,2/17/18 0:00,57,9367.21,81182.542,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Communication Dispatcher II,Full Time Employee,12/22/18 0:00,365,9397,41352.74,U Mass Boston,NEPBA Police Local 280 (B33),B33,NEPBA Police Local 280
2018,male,Training Specialist,Full Time Employee,12/22/18 0:00,365,9450,61425,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Skilled Laborer I,Full Time Employee,12/22/18 0:00,365,9452.4,47561.28,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,9539.13,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Facilities Engineer IV,Full Time Employee,2/3/18 0:00,43,9557.96,124253.49,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Communications Dispatcher II,Full Time Employee,12/22/18 0:00,365,9558.54,38275.12,U Mass Dartmouth,IBPO Police Local 399 (D84),D84,IBPO Police Local 399
2018,female,Librarian II U of M,Full Time Employee,12/22/18 0:00,365,9615.36,62499.84,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Manager Of Total Compensation,Full Time Employee,12/22/18 0:00,365,9615.4,150450.04,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Assoc Dean of Students,Full Time Employee,12/22/18 0:00,365,9636.12,163200.18,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,9645.22,32148.48,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Psychologist Intern,Full Time Employee,12/22/18 0:00,365,9720,31200,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Psychologist Intern,Full Time Employee,12/22/18 0:00,365,9720,31200,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Psychologist Intern,Full Time Employee,12/22/18 0:00,365,9720,31200,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Clinical Research Assistant,Full Time Employee,12/22/18 0:00,365,9760.96,73440.245,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,9838.32,42632.72,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Director,Full Time Employee,12/22/18 0:00,365,9894.04,156060.006,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,Librarian II U of M,Full Time Employee,12/22/18 0:00,365,9923.06,64500,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Asst.Dir Don Rel & Sp Ev,Full Time Employee,12/8/18 0:00,351,9976.52,61332.492,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Program Assistant,Full Time Employee,12/22/18 0:00,365,10004.58,47294.293,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Asst Dean for Budget & Ops,Full Time Employee,12/22/18 0:00,365,10038.47,90000,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,male,"Research Scientist, Sr",Full Time Employee,12/22/18 0:00,365,10038.47,90000.04,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Supervisor Food Services,Full Time Employee,8/4/18 0:00,225,10050.46,49999.82,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Sr Events Coordinator,Full Time Employee,12/22/18 0:00,365,10050.91,37999.78,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Facility Service Worker I,Full Time Employee,12/22/18 0:00,365,10067.22,33638.8,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Facility Service Worker I,Full Time Employee,12/22/18 0:00,365,10067.25,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Facility Service Worker I,Full Time Employee,12/8/18 0:00,351,10067.25,52069.94,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,QA ComplianceSpecialist II,Full Time Employee,12/22/18 0:00,365,10091.61,65595.409,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Clerk IV,Full Time Employee,12/22/18 0:00,365,10133.75,40534.78,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,"Project Director, Sr",Full Time Employee,3/3/18 0:00,71,10170.33,96900.102,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Media Specialist,Full Time Employee,2/3/18 0:00,43,10180.38,45000.02,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Residence Director,Full Time Employee,2/17/18 0:00,57,10227.47,39091.26,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Lecturer,Full Time Employee,1/20/18 0:00,29,10230.8,54286.001,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Banking & Cash Mgt Specialist,Full Time Employee,12/22/18 0:00,365,10256.19,72420.02,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Culinary Worker I,Full Time Employee,12/22/18 0:00,365,10287.12,31366.66,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Research Coordinator I,Full Time Employee,4/28/18 0:00,127,10287.2,38209.6,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Univ Police Officer,Full Time Employee,12/22/18 0:00,365,10349.21,66512.68,U Mass Amherst,New England Police Benevolent (A07),A07,New England Police Benevolent
2018,male,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,10378.78,44358.86,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Clinical Placement Specialist,Full Time Employee,12/22/18 0:00,365,10384.58,45000.02,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Coor Intern'l Stdnt&Schlr Serv,Full Time Employee,12/22/18 0:00,365,10468.85,68047.329,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,EH&S Technician,Full Time Employee,12/22/18 0:00,365,10499.97,42000.01,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Platform Support Technician,Full Time Employee,12/22/18 0:00,365,10553.92,56000.1,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Skilled Laborer I,Full Time Employee,12/22/18 0:00,365,10560.88,47561.28,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Research Technician Assistant,Full Time Employee,9/1/18 0:00,253,10572.8,45900.02,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Dietary Worker I,Full Time Employee,12/22/18 0:00,365,10616.23,32148.48,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Maintainer I,Full Time Employee,12/22/18 0:00,365,10616.39,39256.36,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,10746.64,176408.303,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,Assoc Medicaid Analyst,Full Time Employee,12/22/18 0:00,365,10817.25,37499.8,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Culinary Worker II,Full Time Employee,12/22/18 0:00,365,10885.48,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Skilled Laborer,Full Time Employee,12/22/18 0:00,365,10903.77,40924.52,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Potwasher I,Full Time Employee,12/22/18 0:00,365,11039.91,31366.66,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Culinary Worker II,Full Time Employee,12/22/18 0:00,365,11061.74,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Clerk III,Full Time Employee,12/22/18 0:00,365,11140.29,39999.96,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,11215.62,44862.293,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Baker I,Full Time Employee,12/22/18 0:00,365,11223.6,32148.48,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Visiting Faculty Lecturer,Full Time Employee,1/6/18 0:00,15,11307.73,60000.2,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,female,"Technician, Animal Care",Full Time Employee,10/13/18 0:00,295,11330.4,29120,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Asst Vice Provost Res. Funding,Full Time Employee,2/3/18 0:00,43,11415.81,148405.647,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Research Lab Tech I,Full Time Employee,12/22/18 0:00,365,11423.16,33000.24,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Sr Programmer/Analyst,Full Time Employee,12/22/18 0:00,365,11492.65,72034.3,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Program Coordinator I,Full Time Employee,12/22/18 0:00,365,11542.1,52584.22,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,"Specialist, Research Data",Full Time Employee,12/22/18 0:00,365,11546.17,38000.04,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,11561.44,102121.356,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Research Lab Tech I,Full Time Employee,12/22/18 0:00,365,11769.3,34000.018,U Mass Worcester,SHARE (W28),W28,SHARE
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,11780.41,44358.86,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Administrative Assistant I,Full Time Employee,2/3/18 0:00,43,11810.75,60075.239,U Mass Lowell,MTA/NEA Classified/Technical (L92),L92,MTA/NEA Classified/Technical
2018,male,Culinary Worker,Full Time Employee,12/22/18 0:00,365,11815.6,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,11820,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Carpenter I,Full Time Employee,12/22/18 0:00,365,11833.03,59164.546,U Mass Lowell,MTA/NEA Maintenance/Trades (L93),L93,MTA/NEA Maintenance/Trades
2018,female,Project Coordinator,Full Time Employee,4/14/18 0:00,113,11846.22,44000.06,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Automation Engineer III,Full Time Employee,12/22/18 0:00,365,11934.66,107000.14,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,11990.38,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Project Coordinator,Full Time Employee,10/13/18 0:00,295,12044.34,43680,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Administrative Analyst III,Full Time Employee,12/22/18 0:00,365,12203.72,56000.1,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,EDP Programmer III,Full Time Employee,12/22/18 0:00,365,12243.6,55031.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Associate Lecturer,Full Time Employee,12/22/18 0:00,365,12307.84,40000.22,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Associate Lecturer,Full Time Employee,12/22/18 0:00,365,12307.84,40000.22,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Clerk IV,Full Time Employee,12/22/18 0:00,365,12361.3,47199.88,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Departmental Assistant,Full Time Employee,12/22/18 0:00,365,12374.88,32906.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Clerk III,Full Time Employee,12/22/18 0:00,365,12402,51859.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Dir. Diversity & Inclusion,Full Time Employee,12/22/18 0:00,365,12406.09,108000.1,U Mass Dartmouth,Non-Unit Professional (D88),D88,Non-Unit Professional
2018,female,Exec Dir-Ops & Strat Initiativ,Full Time Employee,12/22/18 0:00,365,12500,130000,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,female,Intake Assistant,Full Time Employee,12/22/18 0:00,365,12512,38272,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Culinary Worker,Full Time Employee,12/22/18 0:00,365,12521.38,35498.06,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Associate Lecturer,Full Time Employee,12/22/18 0:00,365,12579.56,39999.96,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Clerk IV,Full Time Employee,12/8/18 0:00,351,12863.4,53952.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Psychology Resident,Full Time Employee,12/22/18 0:00,365,13044.24,41870.4,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,"Technician, Animal Care",Full Time Employee,12/22/18 0:00,365,13062,29640,U Mass Worcester,SHARE (W28),W28,SHARE
